GeneSymbol	GeneID	RefSeq_Protein_GI	RefSeq_Protein_Accession	Uniprot_Protein_Accession
Rab8a	17274	38372905	NP_075615	P55258; Q8VCF6; Q0PD50
Rab8b	235442	27734154	NP_775589	Q3U1Z3; Q0PD49; P61028
Rab9	56382	9790227; 569012140	NP_062747; XP_006528985	Q0PD48; Q9R0M6
Rab9b	319642	28892801	NP_795945	Q8BHH2; Q3KNA5
Rabac1	14470	33859558	NP_034391	Q3TDB4; Q9Z0S9
Rabep1	54189	568974851; 599043813; 599045633; 599044828; 238231439	NP_001278071; XP_006533813; NP_001278072; NP_062273; NP_001278070	A1L322; Q5QNU3; Q9JI94; Q99L08; J3QJV7; O35551; Q9CRP3; Q9EQF9
Rabep2	70314	140970573; 568951390	XP_006508262; NP_085043; 	Q99KN3; Q91WG2; Q3UMK8
Rabepk	227746	568913575; 568913581; 31559945; 568913573; 568913579; 1039760130; 568913577; 568913583	XP_006498048; XP_006498049; XP_006498050; XP_006498052; XP_017172942; NP_663497; XP_006498051; XP_006498047	Q8VCH5; B0R0S4; Q8BZG7
Rabgap1	227800	1386635396; 568913597; 1386635304; 76880498; 1386635267; 568913593; 76880489; 1039760139; 568913595; 568913599	NP_001349886; NP_666233; XP_006498058; NP_001349885; XP_017172964; NP_001349887; XP_006498059; XP_006498057; XP_006498060; NP_001029132	Q8C8W3; A2AWA9; Q5DTN1; Q8CD74; Q8BQ32; Q8R312; B2RRC5
Rabgap1l	29809	568910929; 229577255; 568910933; 568910923; 568910925; 568910937; 568910921; 568910927; 568910935; 84490375	XP_006496939; XP_006496941; XP_006496945; XP_006496938; NP_038890; XP_006496944; XP_006496940; XP_006496942; XP_006496946; NP_001033710	Q3UH20; Q8CFI6; Q8BZP0; A6H6A9; Q80TZ4; Q9QY69; Q8BZD2
Rabgef1	56715	568938152; 9910316; 1039772175; 1317840737; 568938150; 568938154; 312261269	XP_006504509; XP_006504511; XP_006504510; NP_001185988; NP_001346162; NP_064367; XP_017176522	Q3UIW0; Q9JM13
Rabggta	56187	568988258; 1338686442; 1338686355; 9507023; 568988256	XP_006519358; NP_001347317; XP_006519357; NP_001347316; NP_062392	Q9JLX2; Q9JHK4
Rabggtb	19352	254553291; 254553293; 254553295	NP_001156950; NP_035361; NP_001156951	Q3TVF4; P53612; A2RTE6
Rabif	98710	21704004	NP_663485	Q91X96; Q3U2X4
Rabl2	68708	755552067; 568993185; 568993187; 146134336; 568993191	XP_006521389; XP_006521392; NP_081093; XP_006521390; XP_011244019	Q9D133; Q8K2P9; Q3TDG7; E9Q9D5
Rabl3	67657	109948290	NP_001035964; 	Q8BMU2; Q9D4V7; Q9D0M6
Rabl6	227624	112181302; 1039759973; 1039759975; 1039759971	XP_017172678; XP_017172679; XP_017172680; NP_001019787	A2AJB0; Q6PDP8; Q8BFS4; Q5U3K5; Q3TRU4; Q3TAT5; Q8CGJ9
Rac1	19353	568938646; 45592934; 1109303114	NP_001334459; NP_033033; XP_006504730	Q9BTB4; K7Q7T7; P63001; Q3TLP8; P15154; O95501
Rac2	19354	6679601	NP_033034	Q05144; Q3TBC4; Q9D8X9
Rac3	170758	18875380	NP_573486	Q14A12; O14658; P60764
Racgap1	26934	6755266; 568992548; 359385704; 568992550; 755551712; 755551715; 359385706	XP_011243949; NP_001240737; XP_006521082; XP_006521083; NP_036155; XP_011243948; NP_001240738	Q3THR5; Q3TM81; Q9WVM1; Q3TI41
Rack1	14694	6680047	NP_032169	P68040; Q3THY7; Q9CSQ0; Q3TKQ0; Q9ERM6; P99049; Q5NCC5; Q5NCC6; P25388; Q3THP0; Q3TW88
Rad1	19355	575403046; 575403026; 84872189	NP_001276376; NP_001276377; NP_035362	O70452; O88391; Q3UG66; Q9QWZ1; Q9QWZ3; Q3TGU1
Rad17	19356	545687724; 113199765; 113199779	NP_001037836; NP_001269940; NP_035363	O88934; Q3UYY2; Q6NXW6; O89024
Rad18	58186	568942520; 1039775528; 568942518; 568942522; 267844908; 568942516; 267844910	XP_006506499; XP_006506500; XP_006506498; NP_001161202; NP_067360; XP_006506497; XP_017177178	Q8CDH2; E9Q392; Q9CZB8; Q8CED3; Q9QXK2
Rad21	19357	568991780; 254692855; 568991778	XP_006520707; XP_006520708; NP_033035	Q810A8; P70219; Q61550; Q9DBU4; Q91VB9; Q3TG35; Q3TQ09
Rad21l	668929	568918114; 568918118; 568918116; 448279188	XP_006500105; XP_006500107; NP_001263329; XP_006500106	E5RTP6; A2AU37; F6KST0
Rad23a	19358	662236788; 662236772; 755526524; 34447211; 755526522	XP_011246629; NP_001284535; NP_033036; XP_011246630; NP_001284536	B7ZNQ1; Q8CAP3; P54726; Q3TN85
Rad23b	19359	171906578	NP_033037	P54728; Q3TUA4; Q3UQN3
Rad50	19360	153945822	NP_033038	Q5SV02
Rad51	19361	6755276; 	NP_035364	Q3UAY5; Q08297
Rad51ap1	19362	1108847543; 110626102; 568941123	NP_001334384; XP_006505826; NP_033039	Q8C551; Q8BP36; Q99L94; A0A0R4J1H1; O55219; Q9D0J0; A0A0R4J1G4
Rad51ap2	209550	162135969	NP_001104588	G3UW63
Rad51b	19363	755542328; 568979136; 755542344; 755542354; 755542363; 755542365; 1039739985; 1039739987; 1039739996; 568979139; 755542356; 31982072; 755542338; 755542346; 755542352; 568979145; 568979143; 755542336; 755542342; 755542350; 357588408; 755542340; 755542348; 755542375; 1039739989	XP_011242324; XP_011242328; XP_011242330; XP_017170490; XP_011242331; XP_017170491; XP_006515686; XP_011242329; XP_011242336; XP_011242342; XP_011242333; XP_011242334; XP_011242335; XP_011242337; XP_006515685; XP_011242338; XP_011242341; XP_011242347; NP_033040; XP_006515687; XP_006515688; XP_011242332; XP_017170489; XP_017170492; NP_001239491	Q8BSH6; O35719; Q9D555
Rad51c	114714	755537107; 612339298; 1039735393; 16716605; 	XP_011246973; NP_001278369; NP_444499; XP_006532072; 	Q5SX32; Q924H5; B2KGK7; Q8C653
Rad51d	19364	485464614; 485464612; 6755278; 568972407; 485464616; 485464609	NP_001264867; NP_001264870; NP_001264871; XP_006532650; NP_035365; NP_001264868	Q3UGT8; O55230; B5LBC4; Q9EP85; B1ARD4
Rad52	19365	568941126; 568941128; 261824013; 568941130; 755516328; 261824015; 261824011; 261824017; 568941132	XP_006505828; XP_006505829; XP_006505830; NP_001159853; NP_035366; NP_001159855; XP_006505827; XP_011239558; NP_001159854	G5E879; P43352; Q8VEE2
Rad54b	623474	371502141; 88319960	NP_001243074; NP_001034645	Q6PFE3; A0A0A0MQB1; Q8BKE5; A2AIV0; Q8BJX8
Rad54l	19366	171906597; 568928654; 171906599; 568928652; 568928650; 171906595	NP_001116430; NP_001116431; XP_006502940; XP_006502941; XP_006502942; NP_033041	P70270; Q8C2C4; Q8BSR5; Q8K3D4
Rad54l2	81000	1039794717; 126090612	XP_017169191; NP_109655	E9QKL0; Q99NG0; Q3UPJ1
Rad9a	19367	6755282; 	NP_035367; 	Q9Z0F6; Q8QZZ3
Rad9b	231724	568937154; 568937156; 568937158; 83649727; 1039771411; 568937151; 568937162	XP_006530373; XP_006530370; XP_006530368; XP_006530369; XP_006530371; NP_659161; XP_017176358	Q8VC54; Q6WBX7
Radil	231858	575771880; 894216207; 568938682; 568938685; 82546887; 568938676	XP_006504745; XP_006504749; NP_848817; NP_001297681; XP_006504748; NP_001276517	Q69Z89; Q8C549; Q8C6X2; D3YWJ9; Q8BNL0; Q8CAL1
Radx	102871	569011213; 1292376705; 30425010; 1081685297	XP_006528537; NP_780535; NP_001345615; NP_001333451	Q8C779; Q3TB47; A2AGL6
Rae1	66679	568918078; 568918076; 28201956	XP_006500087; XP_006500086; NP_780321	Q8C570; Q3UKD4
Raet1a	19368	6679617	NP_033042	O08602; B9EI05
Raet1b	19369	6679619	NP_033043	A2RS95; O08603
Raet1c	19370	6679621	NP_033044	A2RSA1; O08604
Raet1d	56554	568965553; 9910522	NP_064414; XP_006512871	Q9JI58; Q3KQI0
Raet1e	379043	568965497; 1327850608; 38016148; 568965487; 755533101; 755533104; 1327850558; 568965491; 568965493	XP_006512845; XP_011241480; NP_001346737; XP_011241481; XP_006512840; NP_937836; XP_006512843; NP_001346738; XP_006512842	A2RSZ5; Q9CZQ6; D7F2B6
Raf1	110157	568940302; 1248026962; 1248026885; 568940300; 18497290; 568940298	XP_006505427; NP_001343262; XP_006505426; XP_006505428; NP_084056; NP_001343263	Q99N57; Q91WH1; Q3UR68; Q99N58; Q9QUU8; Q58E75
Rag1	19373	568915977; 133778933	XP_006499075; NP_033045	Q3TR87; P15919; A2AVN8
Rag2	19374	1039759639; 6677661	NP_033046; XP_017172095	Q542D1; P21784
Rai1	19377	83649745; 83649747	NP_033047; NP_001032853	Q61818; Q6ZPH7; Q8CEV1; Q810L5; B1AU87; Q5QGZ6
Rai14	75646	568990701; 1252414576; 13507620; 1039749646; 1039749643; 568990707; 568990703; 568990711; 261862329	XP_017172264; XP_006520250; XP_006520255; NP_109615; XP_006520253; XP_006520251; XP_017172265; NP_001343463; NP_001159880	A0A2I3BPY7; Q3URT3; Q9EP71; Q6ZPT6
Rai2	24004	157266294; 157266275	NP_001096837; NP_940801	Q3UPL8; Q6P8M4; Q9QVY8
Rala	56044	34328471	NP_062364	P63321; P05810
Ralb	64143	568909475; 11612509	XP_006529845; NP_071722	Q9JIW9; Q8CCG5; Q3TVS5
Ralbp1	19765	312147310; 568999549; 148747257	NP_033093; XP_006523978; NP_001185878	Q62172; Q9CRE5; Q6NXH5
Ralgapa1	56784	568980132; 1584352041; 555943710; 755542927; 568980134; 568980136; 568980140; 1039741674; 568980138; 755542929; 51230692; 163310721; 51230429	NP_064378; XP_006516167; XP_006516169; XP_017170631; XP_011242453; NP_001355743; XP_006516170; XP_006516171; NP_001273192; XP_006516172; NP_001003719; NP_001106185; XP_006516168	Q9JMC4; A0A1W2P712; Q6GYP7; Q8BNJ5; Q8CIW4; Q6GYP6; Q3U5E2; Q8C9G8; Q6ZQ28; A0A1W2P832
Ralgapa2	241694	568917027; 158187505; 568917031; 568917037; 	XP_006499580; XP_006499584; XP_006499582; NP_001028520; 	A3KGS5; A3KGS3; Q3TZD9; Q8BYP2; A0A2I3BPN8; B7ZCU9; Q4VA60; Q7TQL4; A0A0A0MQD7; Q69ZM8
Ralgapb	228850	568916700; 1039760410; 568916702; 1039760413; 568916706; 755499463; 597955345; 755499460; 1386806209; 1597486086; 568916708; 568916698; 568916710; 597955362	NP_001349935; NP_001356112; XP_017173364; XP_006499424; NP_001278066; XP_006499421; XP_006499425; XP_011237792; NP_001278067; XP_006499420; XP_011237793; XP_006499426; XP_006499422; XP_017173374; 	F8WHN4; E9Q0J2; A2ACC6
Ralgds	19730	568913176; 568913182; 224967086; 224967090; 224967088; 568913178; 568913180; 224967084	XP_006497859; XP_006497861; NP_001139306; NP_033084; NP_001139307; NP_001139308; XP_006497860; XP_006497862	Q3UQY9; Q6ZPU1; Q3TXZ3; Q03385; Q3TWC1; A2AK33; Q8R077
Ralgps1	241308	568913671; 568913673; 594542450; 594542476; 568913675; 568913688; 568913677; 568913681; 30424836	XP_006498098; NP_780420; XP_006498096; NP_001277501; XP_006498097; XP_006498095; XP_006498100; XP_006498102; NP_001277499; 	Q8BVR9; A2AR50; A2AR52; Q8C1I2; Q6GQS4; A2AR51; Q6ZQD2
Ralgps2	78255	568911252; 229577168; 1270111328; 1270111368; 1039730382; 229577171; 229577178; 568911243; 568911249; 229577166; 568911247; 568911241; 568911245; 229577175	XP_006497094; NP_001153440; XP_006497095; XP_006497096; XP_006497091; XP_017168420; NP_001153438; NP_001153439; XP_006497092; NP_001344320; NP_076373; NP_001153437; XP_006497093; NP_001344321	Q80YA6; Q8BZ37; Q7TPZ6; Q9ERD6; Q9D2Y7; Q8BZU2
Raly	19383	1039759644; 213417812; 568915983; 568915985; 213417799; 568915979; 568915981; 213417784; 213417775	XP_006499077; XP_006499079; NP_001132984; NP_075619; XP_006499078; NP_001132983; XP_017172120; XP_006499076; NP_001132985	Q3U3F6; Q64012; Q99K76; Q9QZX6; Q9CXH8; A2AU63
Ralyl	76897	568920665; 30519977; 568920669; 1039765358; 254039627; 254039629; 568920667; 1039765363; 568920663; 1261213986; 1261214488; 1261214339; 755502535; 1039765361; 254039632; 1261214670	NP_001156802; NP_001343963; NP_848746; NP_001343965; XP_006530163; XP_017175291; NP_001156800; NP_001343962; XP_017175292; NP_001156801; NP_001343964; XP_006530165; XP_006530166; XP_011246452; XP_017175290; XP_006530164	Q8BTG1; A0A0A6YXQ8; Q8BTF8; Q8BTF9
Ramac	67148	21313122	NP_080273	Q9CWI1; Q3TV69; Q9CQY2
Ramp1	51801	270309174; 1039729513; 8394145; 158534083; 755494504	XP_017177160; NP_001161864; NP_058590; XP_011246352; NP_848488	Q9WTJ5; E9Q915; Q3TNJ3; A0A087WPC6
Ramp2	54409	9507029	NP_062317	Q6IS25; Q9WUP0
Ramp3	56089	9507031; 568970381	XP_006514824; NP_062384	Q5SWP4; Q9WUP1
Ran	19384	6678365; 568937764	NP_033417; XP_006504343	Q9CSP3; P62827; P17080; P28747; Q811M2; Q9UEU9; Q3U954; Q86V08; Q9CZA2; Q9UDJ5; P28746; Q9CWI7
Ranbp1	19385	153792001	NP_035369	Q9DCA3; P34022; Q3TL81; Q9D894; P34023
Ranbp10	74334	755527339; 1585645734; 568957694; 568957690	NP_665823; XP_011246828; XP_006531491; XP_006531489	Q8C328; Q8R1E6; Q6VN19; Q69ZJ1; A0A0R4J0G4
Ranbp17	66011	755536504; 1385123378; 755536506; 13249349; 568970411; 568970418; 755536509; 568970405; 755536498; 1039737889	XP_011242043; XP_017170192; XP_006514839; XP_011242041; NP_001349804; XP_006514836; NP_075635; XP_011242042; XP_011242044; XP_006514840	Q9D4E3; Q99NF8; M0QWL9
Ranbp2	19386	153792534	NP_035370	Q8C9K9; Q61992; E9QM01; Q9ERU9
Ranbp3	71810	1039754441; 1039754448; 1039754446; 83523744; 357197128; 569001671; 1039754444; 1039754439; 755559027; 569001669; 1039754436; 1039754451; 357197131	XP_017173135; NP_001239395; NP_082209; XP_006525008; XP_011244922; XP_017173137; XP_017173134; XP_017173139; XP_017173140; XP_006525007; XP_017173136; NP_001239396; XP_017173138	A6H6I9; A0A3B2WCL5; Q9CT10; Q3TIS4; Q3U2G4; Q3UYG7
Ranbp3l	223332	37574124	NP_932141	Q3V1J9; Q6PDH4
Ranbp6	240614	53850664	NP_808389	A3KMD2; Q8BIV3; Q3TTJ6
Ranbp9	56705	161353515	NP_064314; 	Q3V136; E9Q5D6; P69566; P84500
Rangap1	19387	226062635; 1292371100; 226051567; 568991782; 755551244	NP_001139646; NP_001345551; XP_006520709; XP_011243826; NP_035371; 	P46061; Q60801; Q6NZB5
Rangrf	57785	549806738; 10946640; 549806791; 549806758	NP_067304; NP_001272370; NP_001272372; NP_001272371	Q9JIB0; Q9CWZ0
Rap1a	109905	21704066; 568921596; 	NP_663516; XP_006500970; 	Q3V3W9; Q3U7U8; P62835; P10113
Rap1b	215449	33859753	NP_077777	Q52L50; Q99JI6
Rap1gap	110351	568930436; 568930449; 568930433; 568930440; 568930451; 124487211; 371940952; 1063759509; 371940954; 568930445; 568930447	XP_006538545; NP_001074624; NP_001243147; XP_006538543; XP_006538539; NP_083839; XP_006538538; XP_006538541; NP_001318144; XP_006538544; XP_006538546	A2ALS4; Q8K2L6; Q80VZ8; A2ALS5; Q6A063; E9PZZ8
Rap1gap2	380711	568974591; 1398331560; 755538986; 568974595; 568974605; 755538991; 755538984; 568974601; 568974599; 1398130384; 568974597; 71051609	XP_006533687; XP_006533691; XP_006533684; XP_006533685; XP_006533689; XP_006533694; XP_006533692; NP_001015046; NP_001351061; XP_006533690; XP_011247400; NP_001351060	Q5SVL6; Q3KNA3; Q3V3L0; Q80TL8
Rap1gds1	229877	568922687; 557948110; 1249618502; 1039764294; 568922685; 100818462; 100818161	NP_001343317; NP_663519; XP_006501492; NP_001035780; NP_001273688; XP_006501491; XP_017175055	Q3TPS9; E9Q6Q4; E9Q912; Q3TU36
Rap2a	76108	40254160	NP_083795	Q80ZJ1; Q3USK1; Q9D3D5; Q7TSK4; Q810A2
Rap2b	74012	13386338	NP_082988	P17964; Q9CXG0; P61226; Q96EG5; Q6ZWR0
Rap2c	72065	569009398; 569009400; 27369539	XP_006541608; XP_006541609; NP_766001	Q504Q0; Q6P1Y7; Q810J4; Q8BU31; Q8R2P4
Rapgef1	107746	84875506; 568912742; 568912744; 568912746; 568912736; 568912734; 568912738; 1381929906; 568912740; 84875504; 16905083; 568912732; 568912748; 568912752	XP_006497646; XP_006497647; XP_006497645; NP_001349631; XP_006497651; XP_006497652; XP_006497653; NP_473391; XP_006497650; XP_006497655; NP_001034175; XP_006497648; NP_001034176; XP_006497649	Q8C5V7; Q91ZZ2; Q3UHC1; Q3UGX8; A1L338
Rapgef2	76089	568924411; 568924419; 1571887842; 157278453; 755504641; 755504644; 568924415	XP_011238579; XP_006502313; XP_006502317; NP_001297465; XP_011238578; NP_001093094; XP_006502315	Q6NXI4; Q8CHG7; E9QMD0; E9QNQ4
Rapgef3	223864	295317407; 755551528; 1039748755; 755551524; 1039748753; 1274096014; 755551526; 1039748751; 295317403; 755551533; 1039748761; 295317405; 568992257	XP_017172073; NP_001171282; XP_011243904; XP_011243905; XP_017172074; NP_001171281; XP_017172071; XP_017172072; NP_001344559; XP_011243902; NP_659099; XP_006520939; XP_011243903; 	E9Q2E5; Q3UQC2; Q3TES7; Q8VCC8; Q8BZK9; Q8R1R1
Rapgef4	56508	323637465; 1039761431; 1039761433; 323637463; 568917895; 1243938396; 9790087; 755500268; 323637461	NP_001191095; XP_017174627; NP_001342407; NP_062662; XP_006500001; XP_017174628; NP_001191094; XP_011238013; NP_001191096	Q9EQZ6; Q9Z1P0; Q9CS95; A2ASW4; A2ASW8; Q8VIP9; Q9CW52; Q571A8
Rapgef5	217944	568979472; 238637293	NP_787126; XP_006515844	Q8BJJ9; Q8C0R5; Q8C0Q9
Rapgef6	192786	568972354; 568972362; 1039736133; 568972364; 568972368; 357394795; 568972352; 568972356; 568972358; 357394770; 82617638; 568972360; 357394799; 568972366; 357394797	XP_006532625; XP_006532630; NP_001239427; XP_017169837; XP_006532623; NP_001239425; XP_006532626; XP_006532627; XP_006532628; XP_006532629; XP_006532631; NP_001239423; NP_001239426; NP_780467; XP_006532624	Q3TPI6; Q3TKC6; B2RUJ6; Q3UPQ2; Q5NCJ0; Q5DTR1; Q8BLC8; Q5NCJ1
Rapgefl1	268480	124257963; 1039737274; 568974150	XP_006533474; NP_001074394; XP_017170054	Q68EF8; A1L3T1
Raph1	77300	1039730336; 568907061; 568907066; 568907068; 568907070; 341604762; 568907064; 568907072	XP_006496385; XP_006496386; XP_006496389; XP_006496390; XP_006496387; XP_017168365; XP_006496388; NP_001038978	F2Z3U3; G5E867
Rapsn	19400	568915987; 224967081	XP_006499080; NP_033049	Q2M2N6; P12672
Rara	19401	568972418; 293336061; 568972420; 568972426; 293335963; 116734873; 1039736167; 568972428; 293336010; 1372261745	NP_001169999; NP_001170773; XP_006532656; NP_033050; XP_006532660; NP_001170774; NP_001348883; XP_006532655; XP_006532659; XP_017169842	P11416; Q3U3R3; Q3U5E7; P22603
Rarb	218772	576795787; 576796321; 576795732; 45593124	NP_001276689; NP_001276691; NP_001276690; NP_035373	P22605; Q6DFX0; P11417; P22604
Rarg	19411	112181196; 112181202; 755551247; 568991791	XP_011243827; XP_006520713; NP_001036192; NP_035374	P20787; Q62149; Q3UG86; Q91VK5; Q91YX2; P18911
Rarres1	109222	258613979	NP_001158235	F6ZIS7; Q8BVL6
Rarres2	71660	1102835211; 568942905; 1102835178; 568942907; 755517345; 21313658	NP_001334096; XP_006506686; XP_011239769; XP_006506687; NP_082128; NP_001334097	Q8CHU8; Q9DD06; A0A0N4SVV4
Rars	104458	262118273	NP_080212	Q3THP2; Q3U930; Q5SXA8; Q9D0I9; Q3TM73; Q3U8R2; Q8VDW1
Rars2	109093	755505945; 1039766351; 240120047; 568925936	XP_011248204; XP_006537611; NP_852071; XP_017175401	Q3U186; Q8QZU7
Rasa1	218397	755545429; 164663773	XP_011242820; NP_663427	E9PYG6
Rasa2	114713	568960669; 568960673; 1039791966; 114158699; 568960671	XP_006510839; NP_444498; XP_017168597; XP_006510838; XP_006510840	P58069; G3X918
Rasa3	19414	120444918; 568953190	NP_033051; XP_006508797	Q6PG24; Q60790; Q925V1
Rasa4	54153	568938144; 84993720; 84993718	NP_598675; XP_006504506; NP_001034192	Q2PMI6; Q571H1; Q6PFQ7; Q3U2R4; Q58DY7
Rasal1	19415	1039770806; 1039770813; 530537198; 1039770809; 1316032096; 568936953; 755513544; 568936955; 1039770817; 1316032098; 1039770815; 1317049015; 1039770802; 1039770804; 1039770811; 1316032064; 31980729	XP_017176226; NP_001346076; XP_017176223; XP_017176229; XP_017176230; NP_001346075; XP_017176224; XP_017176225; NP_001346073; XP_006530272; XP_017176228; NP_001346074; XP_006530271; XP_006530273; XP_017176227; NP_001268928; NP_038860	Q9Z268; Q99K69
Rasal2	226525	568910661; 568910669; 568910665; 226958516; 568910663; 568910667; 568910673; 568910671	XP_006496816; XP_006496819; XP_006496813; XP_006496814; XP_006496815; XP_006496817; NP_808312; XP_006496818	Q0VAV5; E9PW37
Rasal3	320484	130502228; 569000575; 569000577; 569000579; 1104469378; 755556858; 	XP_006524476; XP_006524477; XP_011244799; NP_848900; XP_006524475; NP_001334272	Q8CAS7; Q8C2K5; Q8C9R4; A3KMM0; Q8CDB4; Q8C2A5; D3Z6Z7
Rasd1	19416	6677673	NP_033052	O35626; Q5SWR8
Rasd2	75141	209977014	NP_083458	P63032; Q9WVD3
Rasef	242505	568926706; 755506452; 1039767679; 568926704; 62945396	XP_006537990; XP_017175690; XP_006537989; NP_001017427; XP_011248344	Q5RI76; Q5RI75; A0A1Y7VIT3; B2RQ59; A0A1D8RIR4
Rasgef1a	70727	568942845; 1039775746; 1375022954; 1375022891; 1375022908; 941355818; 568942847; 568942849; 1039775748; 241896939	XP_006506658; XP_006506659; NP_001349034; XP_017177226; NP_001349032; NP_001349033; NP_081802; XP_006506660; NP_001303678; XP_017177227	E9Q1N6; Q3TYC0; A6H650; A0A0N4SVF2
Rasgef1b	320292	22003890; 31044455	NP_851835; NP_665838	Q3UE12; Q8C189; F5H8M5; Q8JZL7
Rasgef1c	74563	755539887; 73088862; 568976162; 1108847578; 755539884	XP_011247592; XP_006534442; NP_001334391; NP_083280; XP_006534441	Q9D300; Q8BYJ7
Rasgrf1	19417	568960880; 1274096209; 1274096179; 6755288; 89111131	XP_006510938; NP_035375; NP_001034744; NP_001344672; NP_001344673	B2RS27; Q9QZR7; P27671
Rasgrf2	19418	7242199	NP_033053	P70392; Q3TYN3; Q9QX51
Rasgrp1	19419	7242201	NP_035376	Q3URH0; Q9Z1S3; Q8BQP6; Q3V401
Rasgrp2	19395	569005665; 569005673; 755562358; 569005659; 1039757319; 755562364; 569005661; 569005663; 569005669; 569005671; 755562360; 1433354015; 131888394; 569005667; 1433354127	XP_006531750; XP_006531754; NP_035372; XP_011246914; XP_006531752; XP_006531753; XP_011246917; XP_006531748; XP_006531755; XP_011246915; XP_017173571; NP_001351991; XP_006531751; XP_006531749; NP_001351992	Q8BSC8; Q80WC0; O09004; Q9QUG9
Rasgrp3	240168	569000283; 569000287; 262072986; 46402241; 1335348564; 569000285	NP_997129; XP_006524336; XP_006524335; NP_001159965; XP_006524334; NP_001347032	Q6NZH9
Rasgrp4	233046	1039778203; 1039778209; 71043802; 1039778207; 1039778217; 1039778205; 1039778219; 292658770; 1039778211; 755519460; 	XP_017177649; XP_017177654; NP_001167626; XP_011248827; XP_017177650; XP_017177651; XP_017177652; NP_660131; XP_017177648; XP_017177653; 	Q91ZC8; Q920A2; Q3TNQ1; Q811P7; Q3TRL5; Q8BTM9; Q3U3I4; Q8BKV7
Rasip1	69903	61676215	NP_082820	E9QLI7; Q6GQW4; Q8CCF1; Q3U0S6
Rasl10a	75668	568970620; 1388153492; 21644573	NP_001350108; NP_660251; XP_006514938	Q3KNN0; Q8K5A4
Rasl10b	276952	83523750; 568974308; 1371977098; 568974304; 568974306; 1371977063; 1371977054	XP_006533550; NP_001348495; XP_006533548; NP_001348496; NP_001348497; XP_006533549; NP_001013404	H3BLI7; Q5SSG5
Rasl11a	68895	110625728	NP_081140	Q6IMB1; Q148R6
Rasl11b	68939	110625708	NP_081154	Q922H7; Q9D0S0
Rasl12	70784	251823865; 251823868; 1039794174	NP_001156395; NP_001028330; XP_017169076	Q08AT1; Q3TAU9; E9PUV1
Rasl2-9	19428	6677677	NP_033054	Q61820; Q4FZF4; Q9D9Y0; A6H622; Q6P8M7; Q80YD4
Rassf1	56289	344217757; 568963042; 9790187	NP_001230677; XP_006511833; NP_062687	A9YZW8; Q99MK9; Q9WUF5; Q3UIV8
Rassf10	78748	125988387	NP_780488	Q8C0D3; Q05AF4; Q8BL43; Q8K340
Rassf2	215653	568916241; 1384865990; 568916249; 568916247; 568916251; 30425302; 568916243; 568916245	XP_006499202; XP_006499207; XP_006499203; XP_006499204; XP_006499205; XP_006499206; NP_001349795; NP_780654	Q8BMS9; Q6A0B2
Rassf3	192678	568967007; 20336742; 755534272	XP_006513442; XP_011241690; NP_620406	Q3TJ17; Q99P51
Rassf4	213391	282721087; 568941330	NP_835146; XP_006505929	Q3TUT0; Q8CB96; Q8CIM6; Q6P9L7; Q3TPH9; Q3TBK1
Rassf5	54354	60097929; 902763178; 922959917	NP_001300660; NP_061220; NP_001298023	O70407; Q6KAR0; D3Z6G2; Q8C2E8; Q5EBH1
Rassf6	73246	568936264; 568936266; 568936268; 568936260; 755512912; 893550716; 568936256; 568936258; 568936262; 568936272; 110431380	XP_006535306; XP_006535308; NP_082754; XP_011247881; XP_006535310; XP_006535304; XP_006535307; XP_006535305; XP_006535312; XP_006535309; NP_001297585	Q80UQ2; Q9DAW2; G3X8Z9
Rassf7	66985	568952440; 118403310; 568952438; 568952436	NP_080162; XP_006536291; XP_006536290; XP_006536289	Q9DD19
Rassf8	71323	755518687; 23503231; 755518685; 755518683	XP_011239902; NP_082036; XP_011239900; XP_011239901	Q8CCW4; Q149Q5; Q9CU91; Q8CJ96
Rassf9	237504	568967531; 22122815	NP_666352; XP_006513695	Q8K342; A0A1X7SB70; Q8BZV4
Raver1	71766	29789209	NP_082187	Q5DTT6; A0A158RFV1; Q811K0; Q8C3Z1; Q8CA14; Q9CW46
Raver2	242570	33942106	NP_898845	B1ASP1; Q7TPD6
Rax	19434	89274179	NP_038861	O35602; Q6GT92; O08748
Rb1	19645	568987087; 188528630; 	NP_033055; XP_006518794	P13405; Q4VA62
Rb1cc1	12421	755491666; 755491668; 755491662; 226693374; 755491664; 568905216	XP_006495506; XP_011236641; XP_011236643; NP_033956; XP_011236642; XP_011236640	Q9ESK9; Q9JK14; Q61384; E9QLQ2; Q3TXX2; Q8BRY9
Rbak	57782	113865971; 568938761; 29789126; 568938763; 1317840711	NP_067301; XP_006504786; XP_006504787; NP_001038947; NP_001346164	Q9JKU4; Q6PB38; Q8BQC8
Rbbp4	19646	47059484; 	NP_033056	Q60972; A2A875
Rbbp5	213464	568908597; 1271360271; 1271360233; 568908593; 568908595; 164450487	XP_006529420; XP_006529421; XP_006529422; NP_001344416; NP_766105; NP_001344415	Q8BX09; Q3TBL4; Q6PFC2; Q3U3G1; Q6PAP0
Rbbp6	19647	27923919; 163937858; 568949888	NP_778188; XP_006507533; NP_035377	A0A0R4J165; P97868; P70287; Q3UMP7; Q7TT06; Q8BNY8; Q3TUM7; Q4U217; Q8R399; Q3TTR9
Rbbp7	245688	157909799	NP_033057	Q3UX20; Q8C5H3; A2AFJ0; Q60973
